id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1029871141902375859,https://www.airbnb.com/rooms/1029871141902375859,20240625175528,2024-06-25,city scrape,Mill Creek Condo,"Take it easy at this unique and tranquil getaway overlooking Mill Creek.  Large expansive windows allow an abundance of light and brings nature to your doorstep.  Fully equipped with everything needed for your stay. Double convection oven, dishwasher, rain shower, touch-less faucet are just a few of the amenities.  <br /><br />Tight knit community, building is very quiet, please be respectful of neighbors.",,https://a0.muscache.com/pictures/hosting/Hosting-1029871141902375859/original/f3e16e08-2dd8-43ef-8660-0d0cc618a3ee.jpeg,39284298,https://www.airbnb.com/users/show/39284298,Yuri,2015-07-22,"Salem, OR","Hello!
I grew up in the Willamette Valley, I am originally from beautiful Mexico and travel there often. I work at the local school district and have Airbnb traveled in Europe, Mexico and in the states. I am pretty excited to have started hosting so please feel free to ask for local recommendations on hikes, wineries or brunch places.",within an hour,100%,93%,f,https://a0.muscache.com/im/pictures/user/User-39284298/original/9c8312f0-697b-46e0-b6c5-2df9c8ca19aa.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-39284298/original/9c8312f0-697b-46e0-b6c5-2df9c8ca19aa.jpeg?aki_policy=profile_x_medium,Northgate,3,3,"['email', 'phone']",t,t,,Ward 2,,44.933233894917684,-123.01137415796676,Entire rental unit,Entire home/apt,3,1.0,1 bath,2,0,"[""Clothing storage: closet and dresser"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Lockbox"", ""Freezer"", ""Kitchen"", ""Blender"", ""Outdoor dining area"", ""Room-darkening shades"", ""Body soap"", ""Ceiling fan"", ""Refrigerator"", ""BBQ grill"", ""River view"", ""Self check-in"", ""Cleaning products"", ""Window AC unit"", ""Fire extinguisher"", ""Hot water"", ""Baking sheet"", ""Dishwasher"", ""Toaster"", ""Private entrance"", ""Shampoo"", ""Shower gel"", ""Barbecue utensils"", ""Shared backyard"", ""Hair dryer"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Canal view"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Laundromat nearby"", ""Portable fans"", ""Smoke alarm"", ""Dedicated workspace"", ""Coffee"", ""Conditioner"", ""Microwave"", ""Samsung stainless steel electric stove"", ""Essentials"", ""Waterfront"", ""Cooking basics"", ""Stainless steel double oven"", ""Private patio or balcony"", ""Wifi"", ""Heating"", ""Free parking on premises"", ""Outdoor furniture"", ""Pets allowed"", ""Washer \u2013\u00a0In building"", ""First aid kit"", ""Iron"", ""Hot water kettle""]",$122.00,28,730,28,28,730,730,28.0,730.0,,t,1,1,1,176,2024-06-25,1,1,0,2024-05-16,2024-05-16,4.0,5.0,5.0,5.0,5.0,3.0,5.0,,f,2,2,0,0,0.73
1035213028972458228,https://www.airbnb.com/rooms/1035213028972458228,20240625175528,2024-06-25,city scrape,Willamette Valley Retreat w/hot tub,"Step into luxury in our 4bd, 2.5ba, 2598 sq ft home nestled in Salem, minutes from renowned Willamette Valley Vineyards and other notable vineyards. A spacious master bath with a jetted tub—relax after exploring the picturesque vineyards. Two levels of outdoor seating, firetables, and a six-person hot tub-perfect for relaxing after a day of wine tasting. Easy access to city attractions inviting you to immerse in local culture or take a scenic drive through the richness of the Willamette Valley.",Located on a quite cul de sac in a nice neighborhood.  Close to elementary school,https://a0.muscache.com/pictures/miso/Hosting-1035213028972458228/original/8137cd93-6b6a-4919-85d3-d38474e4fd8a.jpeg,206041402,https://www.airbnb.com/users/show/206041402,Traci,2018-07-29,"Salem, OR","",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/c9ec53de-9dfd-45e5-93db-60780d9fb992.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c9ec53de-9dfd-45e5-93db-60780d9fb992.jpg?aki_policy=profile_x_medium,South Gateway,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Ward 4,,44.8742534004893,-123.0045751341665,Entire home,Entire home/apt,8,2.5,2.5 baths,4,5,"[""Clothing storage: walk-in closet, closet, and dresser"", ""Coffee maker: Keurig coffee machine"", ""Bed linens"", ""Wine glasses"", ""Private hot tub - available all year, open 24 hours"", ""Exterior security cameras on property"", ""Freezer"", ""Kitchen"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Blender"", ""Carbon monoxide alarm"", ""Body soap"", ""Ceiling fan"", ""Samsung Bluetooth sound system"", ""KitchenAid stainless steel gas stove"", ""Drying rack for clothing"", ""Kitchenaid refrigerator"", ""Cleaning products"", ""Bathtub"", ""Fire extinguisher"", ""Hot water"", ""Baking sheet"", ""Dishwasher"", ""Toaster"", ""Rice maker"", ""Shampoo"", ""Private entrance"", ""Books and reading material"", ""Barbecue utensils"", ""Indoor fireplace: gas"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Standalone high chair"", ""Pack \u2019n play/Travel crib"", ""Kitchenaid stainless steel double oven"", ""Children's playroom"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""TV"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Smoke alarm"", ""Dedicated workspace"", ""Coffee"", ""Conditioner"", ""Private BBQ grill: gas"", ""Board games"", ""Microwave"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Hot water kettle"", ""Cooking basics"", ""Private patio or balcony"", ""Wifi"", ""Central air conditioning"", ""Baby safety gates"", ""Free parking on premises"", ""Outdoor furniture"", ""Children\u2019s dinnerware"", ""Safe"", ""First aid kit"", ""Iron"", ""Central heating"", ""Free washer \u2013 In unit""]",$330.00,2,365,2,2,365,365,2.0,365.0,,t,9,28,54,144,2024-06-25,10,10,1,2024-02-16,2024-06-19,4.5,4.8,4.6,4.9,4.9,4.9,4.6,,t,1,1,0,0,2.29
1037187413648112204,https://www.airbnb.com/rooms/1037187413648112204,20240625175528,2024-06-25,city scrape,Spacious Historic Wine Country Manor - Pets OK,"Our house is a historic Spanish revival home located in the center of Oregon and Salem.  It is 1 mile from the downtown area, capitol, and Willamette University.  It is also surrounded by the historic Mill Creek along a canopy of Linden trees.",Salem is an old historic town and the capitol of Oregon. our house is located in the historic Mills Creek area under a row of century old Linden trees.<br /><br />The Willamette River is only a mile away and Salem is surrounded by wineries in the Willamette Valley.,https://a0.muscache.com/pictures/hosting/Hosting-1037187413648112204/original/3a1432eb-9318-4bf4-964c-249742a2bfae.jpeg,19811206,https://www.airbnb.com/users/show/19811206,Doug,2014-08-10,"Laguna Beach, CA",I am a nonprofit executive who enjoys great food and wine. ,within an hour,100%,93%,t,https://a0.muscache.com/im/pictures/user/10e018f5-7093-4642-b0f6-d20acd2a348b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/10e018f5-7093-4642-b0f6-d20acd2a348b.jpg?aki_policy=profile_x_medium,Southeast Salem,1,2,"['email', 'phone']",t,t,Neighborhood highlights,Ward 2,,44.93176052873616,-123.01413327455522,Entire home,Entire home/apt,8,2.5,2.5 baths,3,4,"[""Theme room"", ""Bed linens"", ""Wine glasses"", ""Exterior security cameras on property"", ""Freezer"", ""Kitchen"", ""Oven"", ""Blender"", ""Room-darkening shades"", ""Body soap"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Self check-in"", ""Cleaning products"", ""Ping pong table"", ""Bathtub"", ""Indoor fireplace"", ""Fire extinguisher"", ""Hot water"", ""Baking sheet"", ""Dishwasher"", ""Air conditioning"", ""Toaster"", ""Private entrance"", ""Shampoo"", ""Books and reading material"", ""Shower gel"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Children's playroom"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""TV"", ""Garden view"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Gas stove"", ""Clothing storage"", ""Smoke alarm"", ""Coffee"", ""Conditioner"", ""Board games"", ""Microwave"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Hot water kettle"", ""Cooking basics"", ""Wifi"", ""Smart lock"", ""Free parking on premises"", ""Outdoor furniture"", ""Pets allowed"", ""Children\u2019s dinnerware"", ""Coffee maker: drip coffee maker, espresso machine, Keurig coffee machine, Nespresso"", ""First aid kit"", ""Central heating"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free washer \u2013 In unit""]",$255.00,3,365,1,3,365,365,3.0,365.0,,t,5,16,42,222,2024-06-25,9,9,1,2023-12-26,2024-06-03,4.89,5.0,4.78,4.89,5.0,4.78,4.89,,f,1,1,0,0,1.48
1048176726386865978,https://www.airbnb.com/rooms/1048176726386865978,20240625175528,2024-06-25,city scrape,"""Three Pines Cottage"" on Winter St. Salem, Oregon","You won’t forget your time in this romantic, memorable tiny home on Winter St. Downtown Salem, Oregon. We are just blocks for the State Capitol and Downtown Salem. Willamette University is extremely accessible and close by. We're right on the Salem bike tour track. This lovely little cottage is a true treasure. You will want for nothing, we have it all. Inside secure bike storage, full-size washer and dryer, air conditioning in the summer and cozy warm with our fireplace in the winter. Enjoy!",,https://a0.muscache.com/pictures/miso/Hosting-1048176726386865978/original/c5a85a43-3bc7-4cbc-93e5-c86426db0507.jpeg,407581863,https://www.airbnb.com/users/show/407581863,Warren,2021-06-17,,You can reach me at Salemstays,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-407581863/original/5f0c4767-0d01-431f-886a-624024a407c2.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-407581863/original/5f0c4767-0d01-431f-886a-624024a407c2.jpeg?aki_policy=profile_x_medium,Northeast Neighbors,35,38,"['email', 'phone']",t,t,,Ward 1,,44.94748284148726,-123.02750930370482,Tiny home,Entire home/apt,4,1.0,1 bath,2,3,"[""Bed linens"", ""Wine glasses"", ""Freezer"", ""Courtyard view"", ""Kitchen"", ""Oven"", ""Blender"", ""Room-darkening shades"", ""Body soap"", ""Carbon monoxide alarm"", ""Keypad"", ""Refrigerator"", ""Self check-in"", ""Single level home"", ""Cleaning products"", ""Coffee maker: drip coffee maker, french press, Keurig coffee machine, pour-over coffee"", ""Window AC unit"", ""Fire extinguisher"", ""Hot water"", ""Baking sheet"", ""Toaster"", ""Private entrance"", ""Shampoo"", ""Books and reading material"", ""Shower gel"", ""Ethernet connection"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Cleaning available during stay"", ""Radiant heating"", ""Dishes and silverware"", ""TV"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Laundromat nearby"", ""Portable fans"", ""Clothing storage"", ""Indoor fireplace: electric"", ""Smoke alarm"", ""Conditioner"", ""Dedicated workspace"", ""Coffee"", ""Microwave"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Wifi"", ""Babysitter recommendations"", ""Free parking on premises"", ""First aid kit"", ""Iron"", ""Other electric stove"", ""Free washer \u2013 In unit""]",$135.00,2,365,2,2,365,365,2.0,365.0,,t,5,15,40,279,2024-06-25,11,11,1,2024-02-04,2024-05-27,5.0,4.91,5.0,5.0,5.0,4.91,5.0,,f,19,19,0,0,2.31
1055279307488510608,https://www.airbnb.com/rooms/1055279307488510608,20240625175528,2024-06-25,city scrape,The Spot! Close to everything,"Welcome to our inviting 4-bedroom home, where comfort and convenience meet.  With 4 queen beds, a washer and dryer, and a charming yard, it’s the perfect retreat for your group. Nestled near downtown, 2 malls, the Capitol, Salem Hospital, and Willamette University, you’ll have easy access to the best of the area.  Enjoy strolls to nearby restaurants and convenience stores, making your stay a breeze.  Come experience the best of Salem from our centrally located and well-equipped home!24-105567-LI",,https://a0.muscache.com/pictures/hosting/Hosting-1055279307488510608/original/2c7fd59c-3bdd-4839-a588-b8cb8418ca6a.jpeg,42218756,https://www.airbnb.com/users/show/42218756,Diana,2015-08-22,"Salem, OR","",within an hour,100%,92%,t,https://a0.muscache.com/im/users/42218756/profile_pic/1440269416/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/42218756/profile_pic/1440269416/original.jpg?aki_policy=profile_x_medium,Ocotillo,3,3,"['email', 'phone']",t,t,,Ward 1,,44.938095968656015,-123.01715981215239,Entire home,Entire home/apt,8,2.0,2 baths,4,0,"[""Coffee maker: Keurig coffee machine"", ""Bed linens"", ""Wine glasses"", ""Can\u2019t remember  oven"", ""Exterior security cameras on property"", ""Freezer"", ""Kitchen"", ""Blender"", ""Room-darkening shades"", ""Body soap"", ""Carbon monoxide alarm"", ""Electric stove"", ""Drying rack for clothing"", ""Refrigerator"", ""Cleaning products"", ""Bathtub"", ""Ginger Lily farms botanical shampoo"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Dishwasher"", ""Air conditioning"", ""Private entrance"", ""Shower gel"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Ginger Lilly farms botanical conditioner"", ""Dishes and silverware"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Smoke alarm"", ""Dedicated workspace"", ""Coffee"", ""Board games"", ""Microwave"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""Wifi"", ""Free parking on premises"", ""HDTV with Netflix, Roku, Amazon Prime Video"", ""First aid kit"", ""Iron"", ""Central heating""]",$199.00,1,365,1,1,365,365,1.0,365.0,,t,11,13,13,93,2024-06-25,8,8,3,2024-04-16,2024-06-07,4.88,4.88,4.88,4.88,5.0,4.75,4.88,,f,2,1,1,0,3.38
1056672136002772743,https://www.airbnb.com/rooms/1056672136002772743,20240625175528,2024-06-25,city scrape,Suburban Paradise  3B/2.5BR,"Your family will be close to everything when you stay at this centrally-located Suburban paradise! It’s 15min away from downtown Salem Oregon. feel right at home with a comfy mattresses, text tiles and amenities. Thoughtfully designed and made for calming environment for you and your family.",,https://a0.muscache.com/pictures/hosting/Hosting-1056672136002772743/original/49576f98-1197-4743-9f92-3d465c2ee49b.jpeg,507175573,https://www.airbnb.com/users/show/507175573,Carolina,2023-03-26,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-507175573/original/d3245b2c-1599-475e-bfa1-dea0f88a3437.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-507175573/original/d3245b2c-1599-475e-bfa1-dea0f88a3437.jpeg?aki_policy=profile_x_medium,South Gateway,3,3,['phone'],t,t,,Ward 6,,44.9656581,-122.9757126,Entire home,Entire home/apt,6,2.5,2.5 baths,3,0,"[""Fire extinguisher"", ""Hot water"", ""Washer"", ""Air conditioning"", ""Exterior security cameras on property"", ""Wifi"", ""Kitchen"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""First aid kit"", ""TV""]",$220.00,1,365,1,1,365,365,1.0,365.0,,t,7,34,64,244,2024-06-25,3,3,2,2024-05-19,2024-06-18,5.0,5.0,4.67,5.0,5.0,4.67,5.0,,f,3,3,0,0,2.37
1056735615219445132,https://www.airbnb.com/rooms/1056735615219445132,20240625175528,2024-06-25,city scrape,"The-Lil-Get-Away, 1B/1BR","Kick back and relax in this calm, peaceful  space. This space is perfect for a couple or single traveler. With a private backyard you can enjoy nature at its finest with near by hikes  and come back home to a cozy afternoon.",,https://a0.muscache.com/pictures/hosting/Hosting-1056735615219445132/original/6ea7be0c-40cd-457d-b033-880b25c45858.jpeg,507175573,https://www.airbnb.com/users/show/507175573,Carolina,2023-03-26,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-507175573/original/d3245b2c-1599-475e-bfa1-dea0f88a3437.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-507175573/original/d3245b2c-1599-475e-bfa1-dea0f88a3437.jpeg?aki_policy=profile_x_medium,South Gateway,3,3,['phone'],t,t,,Ward 4,,44.8665862,-123.0276227,Entire home,Entire home/apt,2,1.0,1 bath,1,0,"[""Fire extinguisher"", ""Hot water"", ""Exterior security cameras on property"", ""Wifi"", ""Kitchen"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Noise decibel monitors on property"", ""First aid kit"", ""TV""]",$85.00,1,365,1,1,365,365,1.0,365.0,,t,18,38,67,241,2024-06-25,5,5,3,2024-04-07,2024-06-13,4.8,4.8,5.0,4.4,4.6,5.0,4.6,,f,3,3,0,0,1.88
1060939375192590632,https://www.airbnb.com/rooms/1060939375192590632,20240625175528,2024-06-25,city scrape,Private Guesthouse,"Come and enjoy this private unique setting. It is centrally located, 10 minute drive to Downtown Salem/ City Center, 3.7 miles away from Interstate 5, 1 hour away from the beach, 1 hour to get to the mountains, 1 hour away from Portland, and about an hour away from Eugene. Lots of great restaurants and wineries near by. Visit out many waterfalls, hiking trails, and everything else, There is a hiking trail 3 blocks away.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA2MDkzOTM3NTE5MjU5MDYzMg%3D%3D/original/bd9cff17-406b-401a-a56d-041f4beab594.jpeg,554260648,https://www.airbnb.com/users/show/554260648,Vincent,2024-01-03,,"",within an hour,100%,100%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Sunnyslope,1,1,"['email', 'phone']",f,f,,Ward 7,,44.88884061356029,-123.07454903000347,Entire guesthouse,Entire home/apt,4,1.0,1 bath,1,0,"[""Coffee maker: drip coffee maker, french press"", ""Bed linens"", ""Wine glasses"", ""Exterior security cameras on property"", ""Kitchen"", ""Blender"", ""Room-darkening shades"", ""Body soap"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water"", ""Air conditioning"", ""Toaster"", ""Rice maker"", ""Shampoo"", ""Shower gel"", ""Dishes and silverware"", ""Dryer \u2013\u00a0In unit"", ""TV"", ""Hangers"", ""Dining table"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Cooking basics"", ""Washer \u2013\u00a0In unit"", ""Wifi"", ""Free parking on premises"", ""Pets allowed"", ""Noise decibel monitors on property"", ""First aid kit"", ""Iron"", ""Central heating"", ""Hot water kettle""]",$110.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,92,2024-06-25,7,7,2,2024-02-19,2024-06-16,4.71,4.86,5.0,5.0,4.86,4.71,4.57,,t,1,1,0,0,1.64
1064850434266452060,https://www.airbnb.com/rooms/1064850434266452060,20240625175528,2024-06-25,city scrape,New Bright Modern Townhome w Game Room + King Bed,"Welcome to our newly built townhome! Our home features an open concept main floor with a fully equipped kitchen and a cozy living room, as well as a small private deck and game room! Family-friendly with modern amenities, our home is near Costco, Starbucks, Safeway, and more. Explore vineyards, the Enchanted Forest, and local eateries. Come and experience all that Salem has to offer!<br />Please note: our home has two regular bedrooms and a den with a privacy curtain (instead of a door).",,https://a0.muscache.com/pictures/miso/Hosting-1064850434266452060/original/9128b6bd-c056-4b0b-82d3-18c1e9c0e2e4.jpeg,444961038,https://www.airbnb.com/users/show/444961038,Mark & Svetlana,2022-02-13,"Salem, OR","We are an adventurous couple currently living in the Pacific Northwest, who frequent the east coast. We love exploring and trying new things, and we are always up for stepping out of our comfort zone.

Hosting on Airbnb is one of our favorite ways to share our love of adventure with others. We love meeting new people and helping them have the best possible experience in our area. Whether you are here for a short vacation or a longer stay, we hope you'll enjoy all that the Pacific Northwest and the Upstate has to offer!",within an hour,94%,99%,t,https://a0.muscache.com/im/pictures/user/78439df6-5d0c-4df3-833d-22169601648c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/78439df6-5d0c-4df3-833d-22169601648c.jpg?aki_policy=profile_x_medium,Sterling,3,6,"['email', 'phone']",t,t,,Ward 4,,44.867688202352795,-123.0184240192441,Entire townhouse,Entire home/apt,6,2.5,2.5 baths,3,0,"[""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Dryer"", ""Exterior security cameras on property"", ""Freezer"", ""Kitchen"", ""Oven"", ""EV charger"", ""Room-darkening shades"", ""Body soap"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Self check-in"", ""Cleaning products"", ""Bathtub"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Table corner guards"", ""Dishwasher"", ""Stove"", ""Air conditioning"", ""Toaster"", ""Baking sheet"", ""Private entrance"", ""Shampoo"", ""Books and reading material"", ""Shower gel"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Children's playroom"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Laundromat nearby"", ""Portable fans"", ""Game console"", ""Clothing storage"", ""Smoke alarm"", ""Dedicated workspace"", ""Conditioner"", ""Coffee"", ""Board games"", ""Microwave"", ""Essentials"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Wifi"", ""Smart lock"", ""Heating"", ""Free parking on premises"", ""Children\u2019s dinnerware"", ""Patio or balcony"", ""First aid kit"", ""Iron"", ""High chair"", ""Hot water kettle""]",$196.00,2,60,2,2,1125,1125,2.0,1125.0,,t,10,34,64,244,2024-06-25,19,19,4,2024-01-21,2024-06-10,4.95,5.0,4.94,5.0,5.0,5.0,4.94,,f,2,2,0,0,3.63
1065519373934218251,https://www.airbnb.com/rooms/1065519373934218251,20240625175528,2024-06-25,city scrape,Cozy bedroom in South Salem,"Great for travel nurses with just a 14 minute drive to the hospital and local bus line down the street. Local stores and parks within walking distance. Cozy room with a queen size bed and full bathroom across the hallway. Free street parking provided and easily accessible. A furry friend (puppy) will also be residing at the property. He will greet you and play as welcomed, but will be kept away from your personal space (room, bathroom).",,https://a0.muscache.com/pictures/hosting/Hosting-1065519373934218251/original/429c1d7d-4f3e-4e98-b377-11ad5ecc447e.jpeg,545648482,https://www.airbnb.com/users/show/545648482,Kilinahe,2023-11-08,,"Hi! We are Kili and Kekai. We recently added a dog to our family, Ku, who is friendly and sweet. We also have another female roommate who is staying with us. When we are not working, Kekai and I stay busy by snowboarding during the winter and finding new rivers to float in the summer.",within a few hours,100%,18%,f,https://a0.muscache.com/im/pictures/user/User-545648482/original/b370c189-5c43-4966-816e-48da7501a41e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-545648482/original/b370c189-5c43-4966-816e-48da7501a41e.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Ward 4,,44.86879,-123.01849,Private room in home,Private room,1,1.0,1 shared bath,1,1,"[""Fire extinguisher"", ""Hangers"", ""Washer"", ""Bed linens"", ""Air conditioning"", ""Exterior security cameras on property"", ""Wifi"", ""Kitchen"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Dedicated workspace"", ""First aid kit"", ""Lock on bedroom door"", ""Indoor fireplace"", ""TV""]",$37.00,15,365,15,15,365,365,15.0,365.0,,t,0,0,0,173,2024-06-25,0,0,0,,,,,,,,,,,f,2,0,2,0,
1068235740854448432,https://www.airbnb.com/rooms/1068235740854448432,20240625175528,2024-06-25,city scrape,Downtown Gray Getaway,Dedicated work space and high speed internet make this home a perfect base for any business stay. Or you could use the work station to plan your activities if you're here for leisure. Your family will be close to everything when you stay at this centrally-located home. 1.5 miles to downtown Salem and surrounded by stores to meet any need. Mini-split to keep temperatures comfortable any time of year. Dedicated parking spot.,"1.5 miles from downtown Salem shop, restaurants, and river front parks. Wide variety of shopping within a half mile.",https://a0.muscache.com/pictures/miso/Hosting-1068235740854448432/original/95d2fb7f-191f-4522-abff-a978562ca12c.jpeg,556308607,https://www.airbnb.com/users/show/556308607,Justin,2024-01-13,,"",within an hour,100%,86%,f,https://a0.muscache.com/im/pictures/user/fb42b5e1-6401-4162-b59b-f5d5ea3a4a28.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fb42b5e1-6401-4162-b59b-f5d5ea3a4a28.jpg?aki_policy=profile_x_medium,Morningside,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Ward 2,,44.91161649008064,-123.0296330401072,Entire rental unit,Entire home/apt,4,1.0,1 bath,2,2,"[""Bed linens"", ""Coffee maker"", ""Exterior security cameras on property"", ""Kitchen"", ""Oven"", ""Blender"", ""Room-darkening shades"", ""Body soap"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Self check-in"", ""Cleaning products"", ""Bathtub"", ""Heating - split type ductless system"", ""Fire extinguisher"", ""Hot water"", ""Stove"", ""Baking sheet"", ""Dishwasher"", ""Air conditioning"", ""Private entrance"", ""Shampoo"", ""Shower gel"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Radiant heating"", ""Dishes and silverware"", ""TV"", ""Hangers"", ""Dining table"", ""Portable fans"", ""Smoke alarm"", ""Dedicated workspace"", ""Coffee"", ""Conditioner"", ""Microwave"", ""Essentials"", ""Cooking basics"", ""Wifi"", ""Smart lock"", ""Free parking on premises"", ""First aid kit"", ""Iron"", ""Free washer \u2013 In unit""]",$100.00,5,1125,5,28,1125,1125,27.1,1125.0,,t,4,27,57,237,2024-06-25,1,1,0,2024-02-07,2024-02-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.21
